N ENGINE,N SEATS,N BLADES,RD,MTOW,Label
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
1,4,4,8.02,1361,1
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,0
2,28,5,18.9,9300,1
2,28,5,18.9,9300,1
2,6,4,9.84,2500,0
2,6,4,9.84,2500,0
2,6,4,9.84,2500,0
2,6,4,9.84,2500,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,1
2,39,5,18.3,10886,0
2,39,5,18.3,10886,0
2,39,5,18.3,10886,0
2,39,5,18.3,10886,0
2,20,3,15.24,11022,0
2,20,3,15.24,11022,0
2,20,3,15.24,11022,0
2,20,3,15.24,11022,0
2,20,3,15.24,11022,1
2,20,3,15.24,11022,1
2,20,3,15.24,11022,1
2,28,5,18.9,10886,0
2,18,4,17.07,5896,0
2,18,4,17.07,5896,1
2,28,5,18.9,9979,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,0
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,4,2,10.8,1225,1
1,5,3,10.2,1600,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,0
1,5,3,10.2,1600,1
1,12,4,16.15,3100,0
1,12,4,16.15,3100,0
1,12,4,16.15,3100,0
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,0
1,4,2,10.8,1247,1
1,4,2,10.8,1247,1
1,5,3,11,2200,0
1,5,3,11,2200,1
1,7,3,11.02,2200,0
1,7,3,11.02,2200,1
1,14,4,17.07,5896,0
1,14,4,17.07,5896,0
1,14,4,17.07,5896,0
1,14,4,17.07,5896,1
1,12,4,16.15,3100,0
1,12,4,16.15,3100,1
1,12,4,16.15,3100,1
1,4,2,10.8,1225,0
1,4,4,8.02,1157,0
1,4,4,8.02,1157,0
1,4,4,8.02,1157,0
1,4,4,8.02,1157,0
1,4,4,8.02,1157,0
1,4,4,8.02,1474,0
1,4,4,8.02,1474,0
1,4,4,8.02,1474,1
1,4,4,8.02,1157,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,0
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,15,2,14.63,5080,1
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,0
2,10,2,12.2,3650,1
2,10,2,12.2,3650,1
2,10,2,12.2,3650,1
2,10,2,12.2,3650,1
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,0
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,4,2,10.16,1360,1
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,1
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,0
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,15,2,14.63,4309,1
1,5,2,11.28,1882,0
1,5,2,11.28,1882,0
1,5,2,11.28,1882,0
1,5,2,11.28,1882,0
1,5,2,11.28,1882,1
1,5,2,11.28,1882,1
1,6,2,14.63,4309,0
1,6,2,14.63,4309,0
1,6,2,14.63,4309,0
1,6,2,14.63,4309,1
1,6,2,14.63,4309,1
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,4,2,10.16,1588,0
1,16,2,15.24,7031,0
1,16,2,15.24,7031,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,0
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,3,2,11.32,1293,1
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
1,5,2,10.16,1451,0
